Faults Injected:;1338

Fault Effect;#Effect;PVF
Masked;513;0.3834080717488789
SDCs;625;0.4671150971599402
Crashes;198;0.14798206278026907
Hangs;2;0.0014947683109118087


Detected SDCs:;625
SDC Coverage (%):;100.0

FaultModels SDCs:
FaultModel ;#SDCs;percentage
LSB bit-flip;625;100.0

FaultModels Detected SDCs:
FaultModel ;#SDCs Detected; percentage
LSB bit-flip;625;100.0

FaultModels Crashes:
FaultModel ;#Crashes;percentage
LSB bit-flip;198;100.0

FaultModels Hangs:
FaultModel ;#Hangs;percentage
LSB bit-flip;2;100.0

Variables that caused SDCs:
PVF ;#flips ;#SDCs ;Var name ;file ;line number
33.47826086956522;230;77;__GI__IO_file_jumps;fileops.c;1455
14.220183486238533;218;31;_IO_file_jumps_maybe_mmap;fileops.c;1504
100.0;27;27;user_entry;../elf/dl-sysdep.c;91
9.606986899563319;229;22;_IO_file_jumps_mmap;fileops.c;1480
100.0;19;19;_dl_skip_args;rtld.c;84
17.24137931034483;29;5;__GI__dl_argv;rtld.c;83
100.0;4;4;__malloc_hook;malloc.c;1866
100.0;4;4;global_max_fast;malloc.c;1630
50.0;6;3;tcache;malloc.c;2921
9.523809523809524;21;2;_rtld_global;rtld.c;231
100.0;2;2;__morecore;malloc.c;363
100.0;1;1;__free_hook;malloc.c;1864
100.0;1;1;__after_morecore_hook;malloc.c;1874

Variables that caused Hang:
